site_id,url,text,prob_dark,label
site_00517,https://deltatechelectrical.com.au,24HR EMERGENCY CALLOUTS,0.5,1
site_00518,https://digitalpixelmarketing.nl,013 737 0074,0.5,1
site_00519,https://drneilzemmel.com,GoDaddy™,0.5,1
site_00520,https://egoistegallery.com,EGOISTE,0.5,1
site_00521,https://elixirdistro.com,This is a new website on a new platform. If you experience any issues please email sales@elixirdistro.com so we can help.,0.5,1
site_00522,https://eminentsolutions.online,Eminent Solutions,0.5,1
site_00523,https://empiricast.com,Empiricast,0.5,1
site_00524,https://engineered-composites.co.uk,ENGINEERED,0.5,1
site_00525,https://escapehalloween.com,ESCAPE HALLOWEEN,0.5,1
site_00526,https://esgim.eu,ESG INTERIM MANAGEMENT,0.5,1
site_00527,https://falmouthcc.org,19,0.5,1
site_00529,https://fdfi.org,Facebook Icon,0.5,1
site_00530,https://federico-bellini.com,FEDERICO BELLINI,0.5,1
site_00531,https://ferienfriesland.de,Ferienfriesland.de,0.5,1
site_00532,https://filogic.nl,FiLogic OpenTMS,0.5,1
site_00533,https://filtralife-solution.com,FiltraLife,0.5,1
site_00534,https://fitnessbenelux.nl,Menu,0.5,1
site_00001,https://grmalliance.org,f,0.5,1
site_00002,https://gsgarrett.com,GSGarrett Images,0.5,1
site_00003,https://hanen.org,The Hanen Centre,0.5,1
site_00004,https://happymunchfactory.ca,Free shipping on orders over $35 in Canada.,0.5,1
site_00005,https://heathcoat.co.uk,heathcoat fabrics,0.5,1
site_00008,https://hellopayments.net,hellopayments.,0.5,1
site_00009,https://hernandoschools.org,This site can't be reached,0.5,1
site_00010,https://heyblink.com,≡ blink,0.5,1
site_00011,https://hfs.uw.edu,Live,0.5,1
site_00012,https://histoirecanada.ca,Histoire,0.5,1
site_00013,https://histoiresroyales.fr,FAMILLES ROYALES EUROPÉENNES,0.5,1
site_00014,https://hopitaleuropeendeparis.fr,GVM CARE & RESEARCH,0.5,1
site_00015,https://hpa.vc,HPA,0.5,1
site_00017,https://hurricanefx.com,Index of /,0.5,1
site_00018,https://hyza.sk,HYZA,0.5,1
site_00019,https://iblow.eu,iBLOW,0.5,1
site_00020,https://iconvehicledynamics.com,FREE SHIPPING ON ORDERS $199+,0.5,1
site_00021,https://i-glamour.com,FREE AUSTRALIA-WIDE SHIPPING $99 & OVER,0.5,1
site_00022,https://ikwiltuinmeubelen.nl,OUDEWESSELINK,0.5,1
site_00023,https://indianridersfest.eu,Tickets,0.5,1
site_00024,https://integrity365.co.uk,Integrity,0.5,1
site_00025,https://irop.gov.cz,Spolufinancováno Evropskou unií,0.5,1
site_00026,https://itadata.com,ITA DATA,0.5,1
site_00027,https://itelasoft.au,iTelaSoft,0.5,1
site_00028,https://itelasoft.co.uk,iTelaSoft,0.5,1
site_00029,https://itelasoft.uk,iTelaSoft,0.5,1
site_00030,https://itga.fr,itga,0.5,1
site_00031,https://ivicos.eu,ivicos,0.5,1
site_00032,https://jacksalquiler.com,Jacks on the Rocks: Alquiler de Backline,0.5,1
site_00033,https://janetcruzphotography.com,Janet Cruz,0.5,1
site_00035,https://jdwel.com,جدول,0.5,1
site_00036,https://jeffberkes.com,JEFF BERKES PHOTOGRAPHY,0.5,1
site_00037,https://jehlphotography.com,JPL,0.5,1
site_00039,https://jenqphotography.com,JEN Q PHOTOGRAPHY,0.5,1
site_00040,https://jimmyjonesphotography.com,JIMMY JONES PHOTOGRAPHY,0.5,1
site_00043,https://josepholiphintphotography.com,WHO IS JOSEPH?,0.5,1
site_00044,https://justinheitmann.com,Justin Heitmann Photography,0.5,1
site_00046,https://kathrynasanchez.com,KATHRYN A. SANCHEZ PHOTOGRAPHY,0.5,1
site_00047,https://kayefinancial.com,f,0.5,1
site_00048,https://kempsportsphotography.com,HOME,0.5,1
site_00049,https://kerioth.com,KERIOTH,0.5,1
site_00050,https://kerrybluephotography.com,KERRYBLUEPHOTOGRAPHY,0.5,1
site_00053,https://kingstonvets.co.uk,KINGSTON VETS,0.5,1
site_00055,https://koletarphotos.com,KOLETAR PHOTOS.COM,0.5,1
site_00056,https://kono.jobs,KONO,0.5,1
site_00057,https://kpvv.nl,KpVV,0.5,1
site_00058,https://krav-maga.cz,ČKMA,0.5,1
site_00060,https://krungsrifinnovate.com,KRUNGSFI FINNOVATE,0.5,1
site_00061,https://ksportsimages.com,All My Photos,0.5,1
site_00062,https://ladydanevets.com,Call us,0.5,1
site_00063,https://lamart.cz,lamart,0.5,1
site_00064,https://landformconsultants.co.uk,LANDFORM,0.5,1
site_00065,https://laser-online.co.uk,LASER,0.5,1
site_00066,https://launchu.qld.gov.au,Your connection is not private,0.5,1
site_00067,https://leehumphreysphotography.com,MY PHOTOGRAPHS,0.5,1
site_00068,https://lenoxhill.com.au,LENOX HILL,0.5,1
site_00069,https://leonardcurtis.co.uk,Leonard Curtis,0.5,1
site_00071,https://lglegacygroup.com,"LG Legacy Group, LLC Accounting and Tax Advisory",0.5,1
site_00074,https://litteratieensemble.ca,EST. 1899,0.5,1
site_00075,https://littlewoodsherbal.com,LITTLE WOODS,0.5,1
site_00076,https://lmgiq.com,LMG,0.5,1
site_00077,https://local-residence.com,+31 6 16 10 94 81,0.5,1
site_00080,https://lulugem.com,15% Off all orders $149 + with coupon code (SHOP15),0.5,1
site_00082,https://m37labs.com,M37 Labs,0.5,1
site_00083,https://macrisal.com,MACRISAL,0.5,1
site_00085,https://malyprzewodnik.pl,mały,0.5,1
site_00087,https://marchingorder.com,Caps & gowns are finally affordable.,0.5,1
site_00089,https://mark-beauregard.com,MARK BEAUREGARD PHOTOGRAPHY,0.5,1
site_00091,https://masmarketing.cl,más marketing,0.5,1
site_00092,https://materfoundation.org.au,mater foundation,0.5,1
site_00093,https://mbbphotos.com,Your connection is not private,0.5,1
site_00094,https://mcdan.com,McDANIEL,0.5,1
site_00095,https://mcnewstudios.com,McNew Studios,0.5,1
site_00096,https://md.gov.cz,Ministerstvo dopravy,0.5,1
site_00097,https://mechequip.com,HOME,0.5,1
site_00098,https://metalworksstudios.com,OUR STUDIOS,0.5,1
site_00099,https://metsci.com,METRON,0.5,1
site_00100,https://michaeldanielson.com,MICHAEL DANIELSON PHOTOGRAPHY,0.5,1
site_00101,https://michaelsglobaltrading.com,MGT MICHAELS GLOBAL TRADING,0.5,1
site_00102,https://miguelphotography.com,PORTFOLIO,0.5,1
site_00103,https://mikeshard.com,mike's,0.5,1
site_00105,https://minly.com,minly,0.5,1
site_00106,https://mirokraetzl.com,PORTFOLIO,0.5,1
site_00107,https://miss-goodlife.com,Melde dich zum Newsletter an und erhalte 10% Willkommensrabatt!,0.5,1
site_00108,https://mitchelltimeandparking.com,866-371-7773,0.5,1
site_00109,https://mlvshoes.com,FREE SHIPPING OVER 90€ | DELIVERY WITHIN 4 WORKDAYS,0.5,1
site_00748,https://bensonglobal.com,PERMASTEELISA GROUP,0.5,1
site_00751,https://bio24.bg,Безплатна доставка,0.5,1
site_00752,https://bitcoinvault.global,BITCOIN VAULT,0.5,1
site_00753,https://blendingstation.com,Vitamix,0.5,1
site_00754,https://blendingstationadvance.com,Vitamix,0.5,1
site_00755,https://bluethoothblender.com,Vitamix,0.5,1
site_00756,https://bob-booking.com,Bob Booking,0.5,1
site_00757,https://bowcraftarchery.com,BowCraft Archery School,0.5,1
site_00758,https://bpaexperts.com,bpa,0.5,1
site_00760,https://brookvalemazda.com.au,4.8 Rating | 1689 Reviews,0.5,1
site_00761,https://bsa-sound.dk,BSA SOUND,0.5,1
site_00763,https://calijustice.com,Cali Justice,0.5,1
site_00764,https://calpoison.org,CALIFORNIA POISON CONTROL SYSTEM,0.5,1
site_00765,https://cartyeye.com,f,0.5,1
site_00766,https://castlewealthgroup.com,CASTLE WEALTH GROUP,0.5,1
site_00767,https://centraliowagutter.com,CENTRAL IOWA GUTTER,0.5,1
site_00769,https://chevalresidences.com,"JOIN CHEVAL DISCOVERY today to unlock our best rates, as well as exclusive VIP amenities and benefits",0.5,1
site_00770,https://chiefdrawing.com,Welcome to my store,0.5,1
site_00771,https://chiesi.be,Chiesi,0.5,1
site_00773,https://cloudserversaustralia.com.au,cloudserversaustralia.com.au,0.5,1
site_00774,https://comply365.net,Server Error,0.5,1
site_00776,https://conveyancingexpert.co.uk,CONVEYANCINGEXPERT,0.5,1
site_00777,https://convirgance.com,Convirgance,0.5,1
site_00778,https://countrysideinsinc.com,x,0.5,1
site_00779,https://create.pt,create,0.5,1
site_00781,https://cryoiq.com,CRYQ IQ,0.5,1
site_00782,https://csiportal.com,Follow us on LinkedIn and Youtube,0.5,1
site_00783,https://ct.uk,ct central technology,0.5,1
site_00785,https://customertrigger.com,ayuda@customertrigger.com,0.5,1
site_00787,https://danadowjewellers.ca,Shipping All Orders VIA UPS or Fedex,0.5,1
site_00788,https://danubio.com.br,Produtos,0.5,1
site_00789,https://dartentities.com,Call us 323.264.1011,0.5,1
site_00790,https://davinospose.it,DAVINO SPOSE,0.5,1
site_00791,https://dcachem.com,DCA,0.5,1
site_00792,https://denicler.eu,Dodatkowe -30% od 2 szt. na kolekcje J/Z 2025/26,0.5,1
site_00793,https://detected.co,Detected,0.5,1
site_00794,https://dimehouse.at,Achtung: Angebote enden am 19 Februar,0.5,1
site_00795,https://dinarakasko.com,HOME,0.5,1
site_00796,https://diybusinesscreditsoftware.com,DIYBUSINESS CREDIT MACHINE,0.5,1
site_00797,https://docsfilters.com,FREE Gas Treatment on orders over $100,0.5,1
site_00798,https://drgreger.org,"All proceeds from Dr. Greger's books, DVDs, and speaking engagements are donated to charity.",0.5,1
site_00799,https://dr-witton.de,DR. WITTON HILFSMITTEL GmbH,0.5,1
site_00802,https://eagleleasing.com,Eagle Leasing Expands Footprint in the Carolinas - Acquiring West Brothers Trailers and Containers4Less - Read More,0.5,1
site_00803,https://easygrowth.jp,EasyGrowth,0.5,1
site_00804,https://easy-markets.com,easyMarkets,0.5,1
site_00805,https://edinventory.com,Login,0.5,1
site_00806,https://egprep.com,EG PREP EDUCATION,0.5,1
site_00808,https://eliteevals.com,24/7 Online PTSD Evaluations SAME DAY SERVICE,0.5,1
site_00809,https://embodimentunlimited.com,Embodiment Unlimited,0.5,1
site_00811,https://endurance.industries,ENDURANCE INDUSTRIES,0.5,1
site_00813,https://eurekaproducts.com,(866) 825-4208,0.5,1
site_00814,https://europemagicwand.com,Same-day shipping | Free delivery * | Discrete package,0.5,1
site_00815,https://excelando.co.il,רישום משתמש למערכת אלד דאטה,0.5,1
site_00816,https://explore.utk.edu,We Use Cookies.,0.5,1
site_00817,https://expoints.nl,expoints,0.5,1
site_00818,https://expresscopy.com,"Sorry, you have been blocked",0.5,1
site_00819,https://fabathens.com,First American,0.5,1
site_00820,https://familybusinessregeneration.com,R REGENERATION PARTNERS OF THE FAMILY BUSINESS,0.5,1
site_00821,https://ferinodistillery.com,Ferino,0.5,1
site_00823,https://fidelityevents.com,Verification Required,0.5,1
site_00824,https://firehorsespice.com,Your connection is not private,0.5,1
site_00825,https://fitden.com,fitden,0.5,1
site_00827,https://forsythejewelers.biz,f,0.5,1
site_00828,https://fridaynight5glights.com,FN5GL,0.5,1
site_00829,https://frontiermktg.com,972-694-4683,0.5,1
site_00830,https://ftlradio.com,Login or Register,0.5,1
site_00831,https://g4capital.vc,G4,0.5,1
site_00832,https://gestionempresarial99.es,Política de privacidad,0.5,1
site_00833,https://getvitamix.com,Vitamix,0.5,1
site_00834,https://girounion.com,GIROMATCH,0.5,1
site_00835,https://globody.co,f,0.5,1
site_00836,https://gracelight.org,Gracelight Community Health,0.5,1
site_00837,https://grandjoanne.dk,Minorhotels.com,0.5,1
site_00838,https://greeniberica.com,f X Política de Calidad,0.5,1
site_00841,https://hanumaninstitute.com,HANUMAN,0.5,1
site_00842,https://harmonsgrocery.com,Your access to this site has been limited by the site owner,0.5,1
site_00843,https://heartbeatsstudio.dk,"Heartbeats Studio skaber indhold med mening, mod og hjerte. Vi er et prisvindende podcastbureau drevet af at møde alle mennesker fordomsfrit.",0.5,1
site_00844,https://henleyhonda.com,"Sorry, you have been blocked",0.5,1
site_00845,https://hexabuild.io,"This website stores cookies on your computer. These cookies are used to improve your website experience and provide more personalized services to you, both on this website and through other media. To find out more about the cookies we use, see our Privacy Policy.",0.5,1
site_00846,https://heydoodle.uk,FREE UK DELIVERY,0.5,1
site_00847,https://hopetown.in,ADMISSIONS OPEN 2026 - 2027 - C,0.5,1
site_00848,https://hosefabshop.com,CHAT WITH AN EXPERT (866) 618-2154,0.5,1
site_00850,https://hotcourses.co.id,idp hotcourses,0.5,1
site_00851,https://hotcourses.vn,idp hotcourses,0.5,1
site_00852,https://hotcourses-turkey.com,idp hotcourses,0.5,1
site_00854,https://hunkeler.ch,hunkeler,0.5,1
site_00856,https://icgtesting.com,"Fraud Alert: Bad actors are posing as Ingram Content Group via lookalike websites, emails, social media, calls, and texts requesting payment.",0.5,1
site_00639,https://perthpicknmix.com.au,FREE SHIPPING WHEN YOU SPEND $120 OR MORE,0.5,1
site_00640,https://pfwarriors.com,PF WARRIORS,0.5,1
site_00641,https://phshairscience.com.sg,Free shipping on orders above $100 within Singapore,0.5,1
site_00642,https://pilkingtonimmigration.com,Pilkington,0.5,1
site_00643,https://pipesolutions.co.uk,01423 788888,0.5,1
site_00644,https://plantstraws.co,Free shipping on orders over $49 / €45 / 500 kr |,0.5,1
site_00645,https://postmark-testing.com,Check out Postmark's new MCP Server!,0.5,1
site_00647,https://preti.com,PretiFlaherty,0.5,1
site_00649,https://printfresno.com,"PROFESSIONAL PRINT & MAIL, INC.",0.5,1
site_00650,https://profinsupplies.co.uk,PROFESSIONAL,0.5,1
site_00651,https://puresignature.fr,ONLINE STORE,0.5,1
site_00652,https://qypsys.com,813-283-0220,0.5,1
site_00654,https://refininggrace.com,"Sorry, you have been blocked",0.5,1
site_00656,https://researchcoach.co.uk,RESEARCH,0.5,1
site_00657,https://rghcofer.com,Inicio,0.5,1
site_00658,https://rockjaw.co.uk,FREE GIFT OVER £30,0.5,1
site_00660,https://saferme.cc,SaferMe,0.5,1
site_00661,https://safer-me.org,SaferMe,0.5,1
site_00662,https://sailorsbreeze.com,"We use cookies to improve your experience on our site. By using our site, you consent to cookies.",0.5,1
site_00663,https://samkaplunov.com,@properties REMI,0.5,1
site_00664,https://sanbona.com,Sanbona WILDLIFE RESERVE WESTERN CAPE,0.5,1
site_00666,https://selkirk.com.au,Selkirk 1883,0.5,1
site_00667,https://septembersurf.com,SEPTEMBER,0.5,1
site_00668,https://shopairpurifiers.co.uk,SHOP,0.5,1
site_00669,https://simplygym.net,JD GYMS,0.5,1
site_00670,https://skylinefest.com,SKYLINE,0.5,1
site_00671,https://snowboard-zezula.com,Customer Service,0.5,1
site_00673,https://sportrealeyes.it,+39 344 058 5553,0.5,1
site_00674,https://start-platform.com,4.7/5 - 500+ klanten,0.5,1
site_00675,https://stordata.fr,Stordata,0.5,1
site_00676,https://study9.com,Study9,0.5,1
site_00677,https://superga.co.kr,로그인,0.5,1
site_00678,https://suuhouse.pl,ZIMA TRWA-CENY TOPNIEJĄ!,0.5,1
site_00679,https://sweetskendamas.com,FREE U.S. SHIPPING ON ORDERS OVER $50! ❤️,0.5,1
site_00680,https://swisssalesjobs.ch,SwissSalesJobs,0.5,1
site_00681,https://syrahair.com,FREE CANDLE FOR ORDERS OVER £60 + FREE UK SHIPPING,0.5,1
site_00684,https://tatuum.com,TATUM,0.5,1
site_00685,https://techwizard.uk,"This website stores cookies on your computer. These cookies are used to collect information about how you interact with our website and allow us to remember you. We use this information in order to improve and customize your browsing experience and for analytics and metrics about our visitors both on this website and other media. To find out more about the cookies we use, see our Privacy Policy.",0.5,1
site_00687,https://thebbqcleaner.com,The BBQ Cleaner,0.5,1
site_00688,https://thebirminghamherniaclinic.com,THE BIRMINGHAM,0.5,1
site_00689,https://thebirminghamliverclinic.com,BIRMINGHAM LIVER CLINIC,0.5,1
site_00692,https://thinbluepaw.org.uk,THIN BLUE PAW,0.5,1
site_00693,https://tredex.com,TREDEX,0.5,1
site_00695,https://tsfa.com.au,My Account,0.5,1
site_00696,https://uniktruck.com,+45 69 66 34 54,0.5,1
site_00697,https://unityxsphere.com,UNITY,0.5,1
site_00698,https://unlimited.rs,SR,0.5,1
site_00699,https://vakantiefriesland.com,Last Minutes,0.5,1
site_00701,https://veloraform.com,EUR,0.5,1
site_00702,https://verticalscramble.com,Home,0.5,1
site_00703,https://vetpd.com,VetPD,0.5,1
site_00705,https://vierpool.nl,VIERPOOL,0.5,1
site_00706,https://viking-rubber.de,VIKING,0.5,1
site_00707,https://vintagescience.io,NFT drop happening May 2022. Follow us on Twitter to stay up to date!,0.5,1
site_00709,https://wcbradley.com,WC BRADLEY,0.5,1
site_00710,https://webgeosoln.com,AWARD WINNING DIGITAL MARKETING AGENCY,0.5,1
site_00711,https://wjfjwasteremoval.co.uk,ABOUT US,0.5,1
site_00712,https://woodrescue.ca,Shipping Across Canada,0.5,1
site_00713,https://writeless.ai,writeless,0.5,1
site_00714,https://xlnt.se,XLNT,0.5,1
site_00716,https://yaffafamilylawgroup.com,YAFFA FAMILY,0.5,1
site_00717,https://yambobags.com,"NOS ENCONTRAMOS EN CIERRE TEMPORAL, ESPERAMOS VOLVER A VERNOS PRONTO ! CONSULTAS : CONTACTO@YAMBO.CL",0.5,1
site_00719,https://zgr.nl,ZGR,0.5,1
site_00720,https://zonky.uk,FAST & FREE SHIPPING TO EU,0.5,1
